chrom	start	end	region	is_bad_bin	log2_insulation_score_150000	n_valid_pixels_150000	log2_insulation_score_250000	n_valid_pixels_250000	log2_insulation_score_500000	n_valid_pixels_500000	boundary_strength_150000	boundary_strength_500000	boundary_strength_250000	is_boundary_150000	is_boundary_250000	is_boundary_500000
MG_1::chr2R:9783303-9864769	0	10000	MG_1::chr2R:9783303-9864769	False	-0.1625199914405805	6.0	-0.1625199914405805	6.0	-0.1625199914405805	6.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	10000	20000	MG_1::chr2R:9783303-9864769	False	-0.06624359455308132	11.0	-0.06624359455308132	11.0	-0.06624359455308132	11.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	20000	30000	MG_1::chr2R:9783303-9864769	False	-0.029043174795958592	15.0	-0.029043174795958592	15.0	-0.029043174795958592	15.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	30000	40000	MG_1::chr2R:9783303-9864769	False	0.041367077838556	17.0	0.041367077838556	17.0	0.041367077838556	17.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	40000	50000	MG_1::chr2R:9783303-9864769	False	0.03001093496794288	17.0	0.03001093496794288	17.0	0.03001093496794288	17.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	50000	60000	MG_1::chr2R:9783303-9864769	False	0.03456042224128728	15.0	0.03456042224128728	15.0	0.03456042224128728	15.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	60000	70000	MG_1::chr2R:9783303-9864769	False	0.028470020299258818	11.0	0.028470020299258818	11.0	0.028470020299258818	11.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	70000	80000	MG_1::chr2R:9783303-9864769	False	-0.06966232995414613	6.0	-0.06966232995414613	6.0	-0.06966232995414613	6.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	80000	81466	MG_1::chr2R:9783303-9864769	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	0	10000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	10000	20000	MG_2::chr2R:9861736-9954592	False	-0.016834130546683885	4.0	-0.016834130546683885	4.0	-0.016834130546683885	4.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	20000	30000	MG_2::chr2R:9861736-9954592	False	-0.014094218784235158	7.0	-0.014094218784235158	7.0	-0.014094218784235158	7.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	30000	40000	MG_2::chr2R:9861736-9954592	False	0.017051415773245194	9.0	0.017051415773245194	9.0	0.017051415773245194	9.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	40000	50000	MG_2::chr2R:9861736-9954592	False	0.021525641480215466	9.0	0.021525641480215466	9.0	0.021525641480215466	9.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	50000	60000	MG_2::chr2R:9861736-9954592	False	-0.003448952672814746	7.0	-0.003448952672814746	7.0	-0.003448952672814746	7.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	60000	70000	MG_2::chr2R:9861736-9954592	False	0.003440727157077199	4.0	0.003440727157077199	4.0	0.003440727157077199	4.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	70000	80000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	80000	90000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
