chrom	start	end	region	is_bad_bin	log2_insulation_score_150000	n_valid_pixels_150000	log2_insulation_score_250000	n_valid_pixels_250000	log2_insulation_score_500000	n_valid_pixels_500000	boundary_strength_150000	boundary_strength_500000	boundary_strength_250000	is_boundary_150000	is_boundary_250000	is_boundary_500000
MG_1::chr2R:9783303-9864769	0	10000	MG_1::chr2R:9783303-9864769	False	-0.09312438335991882	6.0	-0.09312438335991882	6.0	-0.09312438335991882	6.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	10000	20000	MG_1::chr2R:9783303-9864769	False	-0.051006059466089375	11.0	-0.051006059466089375	11.0	-0.051006059466089375	11.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	20000	30000	MG_1::chr2R:9783303-9864769	False	-0.042080691836782154	15.0	-0.042080691836782154	15.0	-0.042080691836782154	15.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	30000	40000	MG_1::chr2R:9783303-9864769	False	-0.001409478132294066	17.0	-0.001409478132294066	17.0	-0.001409478132294066	17.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	40000	50000	MG_1::chr2R:9783303-9864769	False	0.001408102450176536	17.0	0.001408102450176536	17.0	0.001408102450176536	17.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	50000	60000	MG_1::chr2R:9783303-9864769	False	0.06647909733017857	15.0	0.06647909733017857	15.0	0.06647909733017857	15.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	60000	70000	MG_1::chr2R:9783303-9864769	False	0.12685001813626653	11.0	0.12685001813626653	11.0	0.12685001813626653	11.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	70000	80000	MG_1::chr2R:9783303-9864769	False	0.07450038721886927	6.0	0.07450038721886927	6.0	0.07450038721886927	6.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	80000	81466	MG_1::chr2R:9783303-9864769	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	0	10000	MG_2::chr2R:9861736-9954592	False	-0.15723238944334858	5.0	-0.15723238944334858	5.0	-0.15723238944334858	5.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	10000	20000	MG_2::chr2R:9861736-9954592	False	-0.04130044747145401	9.0	-0.04130044747145401	9.0	-0.04130044747145401	9.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	20000	30000	MG_2::chr2R:9861736-9954592	False	0.0	12.0	0.0	12.0	0.0	12.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	30000	40000	MG_2::chr2R:9861736-9954592	False	0.04149921771315081	13.0	0.04149921771315081	13.0	0.04149921771315081	13.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	40000	50000	MG_2::chr2R:9861736-9954592	False	0.0015318812899475398	12.0	0.0015318812899475398	12.0	0.0015318812899475398	12.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	50000	60000	MG_2::chr2R:9861736-9954592	False	-0.007844316156121854	9.0	-0.007844316156121854	9.0	-0.007844316156121854	9.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	60000	70000	MG_2::chr2R:9861736-9954592	False	0.027056002690165178	5.0	0.027056002690165178	5.0	0.027056002690165178	5.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	70000	80000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	80000	90000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	90000	92856	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	0	10000	MG_3::chr2R:9937874-10035582	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	10000	20000	MG_3::chr2R:9937874-10035582	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	20000	30000	MG_3::chr2R:9937874-10035582	False	0.10894445696370511	6.0	0.10894445696370511	6.0	0.10894445696370511	6.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	30000	40000	MG_3::chr2R:9937874-10035582	False	0.4338054915530385	11.0	0.4338054915530385	11.0	0.4338054915530385	11.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	40000	50000	MG_3::chr2R:9937874-10035582	False	0.26524852480497274	15.0	0.26524852480497274	15.0	0.26524852480497274	15.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	50000	60000	MG_3::chr2R:9937874-10035582	False	0.2284627538094671	17.0	0.2284627538094671	17.0	0.2284627538094671	17.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	60000	70000	MG_3::chr2R:9937874-10035582	False	-0.11784829245954981	17.0	-0.11784829245954981	17.0	-0.11784829245954981	17.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	70000	80000	MG_3::chr2R:9937874-10035582	False	-0.14019590806408866	15.0	-0.14019590806408866	15.0	-0.14019590806408866	15.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	80000	90000	MG_3::chr2R:9937874-10035582	False	-0.20791996326188691	11.0	-0.20791996326188691	11.0	-0.20791996326188691	11.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	90000	97708	MG_3::chr2R:9937874-10035582	False	-0.20418879526602776	6.0	-0.20418879526602776	6.0	-0.20418879526602776	6.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	0	10000	MG_4::chr2R:10034493-10133457	False	0.10893923526680341	8.0	0.10893923526680341	8.0	0.10893923526680341	8.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	10000	20000	MG_4::chr2R:10034493-10133457	False	0.07961314800440662	15.0	0.07961314800440662	15.0	0.07961314800440662	15.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	20000	30000	MG_4::chr2R:10034493-10133457	False	0.006816049762882771	21.0	0.006816049762882771	21.0	0.006816049762882771	21.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	30000	40000	MG_4::chr2R:10034493-10133457	False	-0.012147398373779898	25.0	-0.012147398373779898	25.0	-0.012147398373779898	25.0	0.018599564603998406	0.018599564603998406	0.018599564603998406	True	True	True
MG_4::chr2R:10034493-10133457	40000	50000	MG_4::chr2R:10034493-10133457	False	-0.006481151939955189	27.0	-0.006481151939955189	27.0	-0.006481151939955189	27.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	50000	60000	MG_4::chr2R:10034493-10133457	False	0.006452166230218508	27.0	0.006452166230218508	27.0	0.006452166230218508	27.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	60000	70000	MG_4::chr2R:10034493-10133457	False	-0.06110483356779095	25.0	-0.06110483356779095	25.0	-0.06110483356779095	25.0	nan	nan	nan	False	False	False
