chrom	start	end	region	is_bad_bin	log2_insulation_score_75000	n_valid_pixels_75000	log2_insulation_score_125000	n_valid_pixels_125000	log2_insulation_score_250000	n_valid_pixels_250000	boundary_strength_75000	boundary_strength_125000	boundary_strength_250000	is_boundary_75000	is_boundary_125000	is_boundary_250000
MG_1::chr2R:9783303-9864769	0	5000	MG_1::chr2R:9783303-9864769	False	0.03256271689407654	13.0	0.03256271689407654	13.0	0.03256271689407654	13.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	5000	10000	MG_1::chr2R:9783303-9864769	False	0.0176506374279838	25.0	0.0176506374279838	25.0	0.0176506374279838	25.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	10000	15000	MG_1::chr2R:9783303-9864769	False	0.0001621915823613646	36.0	0.0001621915823613646	36.0	0.0001621915823613646	36.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	15000	20000	MG_1::chr2R:9783303-9864769	False	-0.009812878325740484	45.0	-0.009812878325740484	45.0	-0.009812878325740484	45.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	20000	25000	MG_1::chr2R:9783303-9864769	False	-0.027681203815735692	52.0	-0.027681203815735692	52.0	-0.027681203815735692	52.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	25000	30000	MG_1::chr2R:9783303-9864769	False	-0.09836166135326242	57.0	-0.09836166135326242	57.0	-0.09836166135326242	57.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	30000	35000	MG_1::chr2R:9783303-9864769	False	-0.10587907971168645	60.0	-0.10587907971168645	60.0	-0.10587907971168645	60.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	35000	40000	MG_1::chr2R:9783303-9864769	False	-0.10278340401894509	61.0	-0.10278340401894509	61.0	-0.10278340401894509	61.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	40000	45000	MG_1::chr2R:9783303-9864769	False	-0.07046928323486581	60.0	-0.07046928323486581	60.0	-0.07046928323486581	60.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	45000	50000	MG_1::chr2R:9783303-9864769	False	-0.04729421829237219	57.0	-0.04729421829237219	57.0	-0.04729421829237219	57.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	50000	55000	MG_1::chr2R:9783303-9864769	False	0.0	52.0	0.0	52.0	0.0	52.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	55000	60000	MG_1::chr2R:9783303-9864769	False	0.1195393835603137	45.0	0.1195393835603137	45.0	0.1195393835603137	45.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	60000	65000	MG_1::chr2R:9783303-9864769	False	0.26907456455304646	36.0	0.26907456455304646	36.0	0.26907456455304646	36.0	nan	nan	nan	False	False	False
