chrom	start	end	region	is_bad_bin	log2_insulation_score_75000	n_valid_pixels_75000	log2_insulation_score_125000	n_valid_pixels_125000	log2_insulation_score_250000	n_valid_pixels_250000	boundary_strength_75000	boundary_strength_125000	boundary_strength_250000	is_boundary_75000	is_boundary_125000	is_boundary_250000
MG_1::chr2R:9783303-9864769	0	5000	MG_1::chr2R:9783303-9864769	False	-0.1832756901568844	13.0	-0.04789745781123869	14.0	-0.04789745781123869	14.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	5000	10000	MG_1::chr2R:9783303-9864769	False	-0.10588535749664867	27.0	-0.10588535749664867	27.0	-0.10588535749664867	27.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	10000	15000	MG_1::chr2R:9783303-9864769	False	-0.01984985240915873	39.0	-0.01984985240915873	39.0	-0.01984985240915873	39.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	15000	20000	MG_1::chr2R:9783303-9864769	False	0.08897283047266574	49.0	0.08897283047266574	49.0	0.08897283047266574	49.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	20000	25000	MG_1::chr2R:9783303-9864769	False	0.08893033415884638	57.0	0.08893033415884638	57.0	0.08893033415884638	57.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	25000	30000	MG_1::chr2R:9783303-9864769	False	-0.001577209204824371	63.0	-0.001577209204824371	63.0	-0.001577209204824371	63.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	30000	35000	MG_1::chr2R:9783303-9864769	False	-0.02658197213523945	67.0	-0.02658197213523945	67.0	-0.02658197213523945	67.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	35000	40000	MG_1::chr2R:9783303-9864769	False	0.0015754868224116321	69.0	0.0015754868224116321	69.0	0.0015754868224116321	69.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	40000	45000	MG_1::chr2R:9783303-9864769	False	0.043158884025720705	69.0	0.043158884025720705	69.0	0.043158884025720705	69.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	45000	50000	MG_1::chr2R:9783303-9864769	False	-0.005442129525250499	67.0	-0.005442129525250499	67.0	-0.005442129525250499	67.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	50000	55000	MG_1::chr2R:9783303-9864769	False	0.009117296707191015	63.0	0.009117296707191015	63.0	0.009117296707191015	63.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	55000	60000	MG_1::chr2R:9783303-9864769	False	0.05600263903682344	57.0	0.05600263903682344	57.0	0.05600263903682344	57.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	60000	65000	MG_1::chr2R:9783303-9864769	False	0.0916786930922537	49.0	0.0916786930922537	49.0	0.0916786930922537	49.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	65000	70000	MG_1::chr2R:9783303-9864769	False	0.0680185624479364	39.0	0.0680185624479364	39.0	0.0680185624479364	39.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	70000	75000	MG_1::chr2R:9783303-9864769	False	-0.028224176997016074	27.0	-0.028224176997016074	27.0	-0.028224176997016074	27.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	75000	80000	MG_1::chr2R:9783303-9864769	False	-0.3511164065623641	13.0	-0.18847954223165855	14.0	-0.18847954223165855	14.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	80000	81466	MG_1::chr2R:9783303-9864769	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	0	5000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	5000	10000	MG_2::chr2R:9861736-9954592	False	-0.32163108888614833	12.0	-0.32163108888614833	12.0	-0.32163108888614833	12.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	10000	15000	MG_2::chr2R:9861736-9954592	False	0.2029426094225106	23.0	0.2029426094225106	23.0	0.2029426094225106	23.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	15000	20000	MG_2::chr2R:9861736-9954592	False	-0.025842981684529726	33.0	-0.025842981684529726	33.0	-0.025842981684529726	33.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	20000	25000	MG_2::chr2R:9861736-9954592	False	-0.14817704493982892	41.0	-0.14817704493982892	41.0	-0.14817704493982892	41.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	25000	30000	MG_2::chr2R:9861736-9954592	False	-0.08753879574595438	47.0	-0.08753879574595438	47.0	-0.08753879574595438	47.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	30000	35000	MG_2::chr2R:9861736-9954592	False	-0.009039691776829614	51.0	-0.009039691776829614	51.0	-0.009039691776829614	51.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	35000	40000	MG_2::chr2R:9861736-9954592	False	-0.1693736850383337	53.0	-0.1693736850383337	53.0	-0.1693736850383337	53.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	40000	45000	MG_2::chr2R:9861736-9954592	False	0.008983403055746166	53.0	0.008983403055746166	53.0	0.008983403055746166	53.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	45000	50000	MG_2::chr2R:9861736-9954592	False	0.13577884052463296	51.0	0.13577884052463296	51.0	0.13577884052463296	51.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	50000	55000	MG_2::chr2R:9861736-9954592	False	0.0386909721609571	47.0	0.0386909721609571	47.0	0.0386909721609571	47.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	55000	60000	MG_2::chr2R:9861736-9954592	False	0.13735211637593145	41.0	0.13735211637593145	41.0	0.13735211637593145	41.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	60000	65000	MG_2::chr2R:9861736-9954592	False	0.05465132442486115	33.0	0.05465132442486115	33.0	0.05465132442486115	33.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	65000	70000	MG_2::chr2R:9861736-9954592	False	-0.35391165349052245	23.0	-0.35391165349052245	23.0	-0.35391165349052245	23.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	70000	75000	MG_2::chr2R:9861736-9954592	False	0.05649281384017112	12.0	0.05649281384017112	12.0	0.05649281384017112	12.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	75000	80000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
