chrom	start	end	region	is_bad_bin	log2_insulation_score_300000	n_valid_pixels_300000	log2_insulation_score_500000	n_valid_pixels_500000	log2_insulation_score_1000000	n_valid_pixels_1000000	boundary_strength_300000	boundary_strength_500000	boundary_strength_1000000	is_boundary_300000	is_boundary_500000	is_boundary_1000000
MG_1::chr2R:9783303-9864769	0	20000	MG_1::chr2R:9783303-9864769	False	-0.1474811283366616	2.0	-0.1474811283366616	2.0	-0.1474811283366616	2.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	20000	40000	MG_1::chr2R:9783303-9864769	False	0.0	3.0	0.0	3.0	0.0	3.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	40000	60000	MG_1::chr2R:9783303-9864769	False	0.0	3.0	0.0	3.0	0.0	3.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	60000	80000	MG_1::chr2R:9783303-9864769	False	0.15821149417123237	2.0	0.15821149417123237	2.0	0.15821149417123237	2.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	80000	81466	MG_1::chr2R:9783303-9864769	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	0	20000	MG_2::chr2R:9861736-9954592	False	-0.02791429631932512	2.0	-0.02791429631932512	2.0	-0.02791429631932512	2.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	20000	40000	MG_2::chr2R:9861736-9954592	False	0.02738442661500129	3.0	0.02738442661500129	3.0	0.02738442661500129	3.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	40000	60000	MG_2::chr2R:9861736-9954592	False	0.02738442661500129	3.0	0.02738442661500129	3.0	0.02738442661500129	3.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	60000	80000	MG_2::chr2R:9861736-9954592	False	-0.09710914305573141	2.0	-0.09710914305573141	2.0	-0.09710914305573141	2.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	80000	92856	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	0	20000	MG_3::chr2R:9937874-10035582	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	20000	40000	MG_3::chr2R:9937874-10035582	False	0.09202592762957211	2.0	0.09202592762957211	2.0	0.09202592762957211	2.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	40000	60000	MG_3::chr2R:9937874-10035582	False	0.0	3.0	0.0	3.0	0.0	3.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	60000	80000	MG_3::chr2R:9937874-10035582	False	0.0	3.0	0.0	3.0	0.0	3.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	80000	97708	MG_3::chr2R:9937874-10035582	False	-0.20774926100474148	2.0	-0.20774926100474148	2.0	-0.20774926100474148	2.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	0	20000	MG_4::chr2R:10034493-10133457	False	-0.004743995837754177	3.0	-0.004743995837754177	3.0	-0.004743995837754177	3.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	20000	40000	MG_4::chr2R:10034493-10133457	False	-0.06330534634824718	5.0	-0.06330534634824718	5.0	-0.06330534634824718	5.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	40000	60000	MG_4::chr2R:10034493-10133457	False	0.0	6.0	0.0	6.0	0.0	6.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	60000	80000	MG_4::chr2R:10034493-10133457	False	0.030044379070998464	5.0	0.030044379070998464	5.0	0.030044379070998464	5.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	80000	98964	MG_4::chr2R:10034493-10133457	False	0.14948946461506918	3.0	0.14948946461506918	3.0	0.14948946461506918	3.0	nan	nan	nan	False	False	False
FlyFos027077::chrX:795762-831457	0	20000	FlyFos027077::chrX:795762-831457	False	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos027077::chrX:795762-831457	20000	35695	FlyFos027077::chrX:795762-831457	False	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
