chrom	start	end	region	is_bad_bin	log2_insulation_score_75000	n_valid_pixels_75000	log2_insulation_score_125000	n_valid_pixels_125000	log2_insulation_score_250000	n_valid_pixels_250000	boundary_strength_75000	boundary_strength_125000	boundary_strength_250000	is_boundary_75000	is_boundary_125000	is_boundary_250000
MG_1::chr2R:9783303-9864769	0	5000	MG_1::chr2R:9783303-9864769	False	-0.3174819417380849	13.0	-0.3174819417380849	13.0	-0.3174819417380849	13.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	5000	10000	MG_1::chr2R:9783303-9864769	False	-0.1861074543477978	25.0	-0.1861074543477978	25.0	-0.1861074543477978	25.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	10000	15000	MG_1::chr2R:9783303-9864769	False	-0.15516898880057386	36.0	-0.15516898880057386	36.0	-0.15516898880057386	36.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	15000	20000	MG_1::chr2R:9783303-9864769	False	-0.1304335482521986	45.0	-0.1304335482521986	45.0	-0.1304335482521986	45.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	20000	25000	MG_1::chr2R:9783303-9864769	False	-0.12671490515462866	52.0	-0.12671490515462866	52.0	-0.12671490515462866	52.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	25000	30000	MG_1::chr2R:9783303-9864769	False	-0.09259527111621295	57.0	-0.09259527111621295	57.0	-0.09259527111621295	57.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	30000	35000	MG_1::chr2R:9783303-9864769	False	0.0016415140222217305	60.0	0.0016415140222217305	60.0	0.0016415140222217305	60.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	35000	40000	MG_1::chr2R:9783303-9864769	False	0.05261078688407434	61.0	0.05261078688407434	61.0	0.05261078688407434	61.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	40000	45000	MG_1::chr2R:9783303-9864769	False	0.012674616571535981	60.0	0.012674616571535981	60.0	0.012674616571535981	60.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	45000	50000	MG_1::chr2R:9783303-9864769	False	0.009313583372466388	57.0	0.009313583372466388	57.0	0.009313583372466388	57.0	nan	nan	nan	False	False	False
