chrom	start	end	region	is_bad_bin	log2_insulation_score_75000	n_valid_pixels_75000	log2_insulation_score_125000	n_valid_pixels_125000	log2_insulation_score_250000	n_valid_pixels_250000	boundary_strength_75000	boundary_strength_125000	boundary_strength_250000	is_boundary_75000	is_boundary_125000	is_boundary_250000
MG_1::chr2R:9783303-9864769	0	5000	MG_1::chr2R:9783303-9864769	False	-0.04033908254025367	13.0	0.07815268729154441	14.0	0.07815268729154441	14.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	5000	10000	MG_1::chr2R:9783303-9864769	False	0.0899739785028877	27.0	0.03952259067134176	27.0	0.03952259067134176	27.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	10000	15000	MG_1::chr2R:9783303-9864769	False	0.12045819263706198	39.0	0.07000680480551583	39.0	0.07000680480551583	39.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	15000	20000	MG_1::chr2R:9783303-9864769	False	-0.04453885937120802	49.0	-0.09499024720275405	49.0	-0.09499024720275405	49.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	20000	25000	MG_1::chr2R:9783303-9864769	False	-0.06999051534841645	57.0	-0.1204419031799625	57.0	-0.1204419031799625	57.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	25000	30000	MG_1::chr2R:9783303-9864769	False	-0.0736217197891418	63.0	-0.12407310762068782	63.0	-0.12407310762068782	63.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	30000	35000	MG_1::chr2R:9783303-9864769	False	-0.09181725079966785	67.0	-0.14226863863121378	67.0	-0.14226863863121378	67.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	35000	40000	MG_1::chr2R:9783303-9864769	False	0.014986226524785415	69.0	-0.03546516130676068	69.0	-0.03546516130676068	69.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	40000	45000	MG_1::chr2R:9783303-9864769	False	0.05018837784751276	69.0	-0.00026300998403314406	69.0	-0.00026300998403314406	69.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	45000	50000	MG_1::chr2R:9783303-9864769	False	-0.015143533844944209	67.0	-0.06559492167649027	67.0	-0.06559492167649027	67.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	50000	55000	MG_1::chr2R:9783303-9864769	False	-0.01818648519934312	63.0	-0.06863787303088907	63.0	-0.06863787303088907	63.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	55000	60000	MG_1::chr2R:9783303-9864769	False	0.05071434987638086	57.0	0.00026296204483485495	57.0	0.00026296204483485495	57.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	60000	65000	MG_1::chr2R:9783303-9864769	False	0.08082220411297882	49.0	0.03037081628143274	49.0	0.03037081628143274	49.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	65000	70000	MG_1::chr2R:9783303-9864769	False	0.20239243185076383	39.0	0.15194104401921785	39.0	0.15194104401921785	39.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	70000	75000	MG_1::chr2R:9783303-9864769	False	0.14068918835016814	27.0	0.09023780051862239	27.0	0.09023780051862239	27.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	75000	80000	MG_1::chr2R:9783303-9864769	False	-0.02519708618390992	13.0	0.09067074843663715	14.0	0.09067074843663715	14.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	80000	81466	MG_1::chr2R:9783303-9864769	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	0	5000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	5000	10000	MG_2::chr2R:9861736-9954592	False	0.07850866749538335	12.0	0.07850866749538335	12.0	0.07850866749538335	12.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	10000	15000	MG_2::chr2R:9861736-9954592	False	-0.4778432637028133	23.0	-0.4778432637028133	23.0	-0.4778432637028133	23.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	15000	20000	MG_2::chr2R:9861736-9954592	False	-0.20809027013042447	33.0	-0.20809027013042447	33.0	-0.20809027013042447	33.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	20000	25000	MG_2::chr2R:9861736-9954592	False	-0.19609329036006554	41.0	-0.19609329036006554	41.0	-0.19609329036006554	41.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	25000	30000	MG_2::chr2R:9861736-9954592	False	-0.017864404882491334	47.0	-0.017864404882491334	47.0	-0.017864404882491334	47.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	30000	35000	MG_2::chr2R:9861736-9954592	False	0.022154063845070474	51.0	0.022154063845070474	51.0	0.022154063845070474	51.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	35000	40000	MG_2::chr2R:9861736-9954592	False	0.11271958184434011	53.0	0.11271958184434011	53.0	0.11271958184434011	53.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	40000	45000	MG_2::chr2R:9861736-9954592	False	-0.023669370193462325	53.0	-0.023669370193462325	53.0	-0.023669370193462325	53.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	45000	50000	MG_2::chr2R:9861736-9954592	False	0.01764589892480042	51.0	0.01764589892480042	51.0	0.01764589892480042	51.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	50000	55000	MG_2::chr2R:9861736-9954592	False	0.1843486017109312	47.0	0.1843486017109312	47.0	0.1843486017109312	47.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	55000	60000	MG_2::chr2R:9861736-9954592	False	0.22664172793847118	41.0	0.22664172793847118	41.0	0.22664172793847118	41.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	60000	65000	MG_2::chr2R:9861736-9954592	False	0.29401963957284527	33.0	0.29401963957284527	33.0	0.29401963957284527	33.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	65000	70000	MG_2::chr2R:9861736-9954592	False	-0.1725964799584365	23.0	-0.1725964799584365	23.0	-0.1725964799584365	23.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	70000	75000	MG_2::chr2R:9861736-9954592	False	-0.11950254310414302	12.0	-0.11950254310414302	12.0	-0.11950254310414302	12.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	75000	80000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	80000	85000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	85000	90000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	90000	92856	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	0	5000	MG_3::chr2R:9937874-10035582	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	5000	10000	MG_3::chr2R:9937874-10035582	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	10000	15000	MG_3::chr2R:9937874-10035582	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	15000	20000	MG_3::chr2R:9937874-10035582	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	20000	25000	MG_3::chr2R:9937874-10035582	False	-0.1266185495802191	13.0	-0.1266185495802191	13.0	-0.1266185495802191	13.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	25000	30000	MG_3::chr2R:9937874-10035582	False	-0.029144141572305087	25.0	-0.029144141572305087	25.0	-0.029144141572305087	25.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	30000	35000	MG_3::chr2R:9937874-10035582	False	0.37668690387635767	36.0	0.37668690387635767	36.0	0.37668690387635767	36.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	35000	40000	MG_3::chr2R:9937874-10035582	False	0.5107770991740226	45.0	0.5107770991740226	45.0	0.5107770991740226	45.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	40000	45000	MG_3::chr2R:9937874-10035582	False	0.4036623862435006	52.0	0.4036623862435006	52.0	0.4036623862435006	52.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	45000	50000	MG_3::chr2R:9937874-10035582	False	0.33564431960402386	57.0	0.33564431960402386	57.0	0.33564431960402386	57.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	50000	55000	MG_3::chr2R:9937874-10035582	False	0.28681415152745166	60.0	0.28681415152745166	60.0	0.28681415152745166	60.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	55000	60000	MG_3::chr2R:9937874-10035582	False	0.0	61.0	0.0	61.0	0.0	61.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	60000	65000	MG_3::chr2R:9937874-10035582	False	0.08976568843374541	60.0	0.08976568843374541	60.0	0.08976568843374541	60.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	65000	70000	MG_3::chr2R:9937874-10035582	False	0.0025392455858987595	57.0	0.0025392455858987595	57.0	0.0025392455858987595	57.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	70000	75000	MG_3::chr2R:9937874-10035582	False	-0.2315435172637316	52.0	-0.2315435172637316	52.0	-0.2315435172637316	52.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	75000	80000	MG_3::chr2R:9937874-10035582	False	-0.33535241643159935	45.0	-0.33535241643159935	45.0	-0.33535241643159935	45.0	nan	nan	nan	False	False	False
