1	1	80.4694
1	2	7.36226
1	3	0.0377659
1	4	0.0146059
1	8	0.012721
1	15	0.0418599
1	23	0.0285645
1	25	0.0138606
1	27	0.0160089
1	35	0.01241
1	39	0.0133633
1	44	0.0212108
1	47	0.0193195
1	48	0.0281646
1	60	0.0254203
1	66	0.0185051
1	105	0.0112847
1	126	0.0141562
1	139	0.0349225
1	152	0.0197558
1	174	0.0221417
1	193	0.0111646
1	196	0.00897693
1	198	0.00943413
1	203	0.00680398
1	218	0.00623598
1	241	0.0127657
1	251	0.0160623
1	256	0.0152333
1	264	0.0123136
1	295	0.00556203
1	296	0.00628448
1	340	0
1	345	0.0101635
1	350	0.0102275
1	360	0.00888376
1	368	0.00814758
1	385	0.0135389
1	388	0.0124918
1	394	0.00933831
1	395	0.0102113
1	401	0.0098066
1	416	0.0102409
1	417	0.00932964
1	418	0.0086549
1	419	0.00996836
1	436	0.00695928
1	458	0.0106851
1	475	0.00565027
1	476	0.00627386
1	478	0.00692897
1	486	0.00614032
1	495	0.00572916
1	498	0.00944744
1	503	0.0112136
1	508	0.0211773
1	519	0.0134561
1	524	0
1	526	0.0168847
1	533	0.0131047
1	537	0.0159266
1	540	0.00493003
1	544	0.00644098
1	549	0.0065257
1	550	0.00465203
1	551	0.00607856
1	557	0.0122949
1	560	0.00662127
1	577	0.0110975
1	600	0.0133512
1	609	0.0150686
1	613	0.0126635
1	616	0.0105353
1	617	0.0119495
1	640	0.0197377
1	653	0.0173431
1	661	0.0183013
1	664	0.0122465
1	667	0.0127048
2	2	52.1556
2	3	5.72022
2	4	0.0237455
2	5	0.0136981
2	13	0.0278161
2	15	0.0113423
2	24	0.0129852
2	29	0.0110429
2	31	0.0123898
2	32	0.0107691
2	38	0.0140672
2	39	0.0108627
2	65	0.0168852
2	71	0.0194916
2	79	0.0234779
2	102	0.0155597
2	108	0.0115288
2	111	0.0143791
2	122	0.0118586
2	129	0.0133647
2	130	0.0155529
2	144	0.0181181
2	150	0.0154813
2	161	0.0167013
2	163	0.0188437
2	190	0.00542718
2	192	0.00601885
2	201	0.00539878
2	206	0.0050482
2	207	0.00522564
2	209	0.00571063
2	232	0.0102529
2	239	0
2	249	0.0128042
2	263	0.00590262
2	264	0.0050047
2	267	0.00506126
2	293	0.0254872
2	298	0.00523432
2	299	0.00488827
2	300	0.0122432
2	301	0.005037
2	306	0.0113039
2	310	0.00596399
2	313	0.0104714
2	346	0.00905129
2	347	0.00645285
2	359	0.00932031
2	363	0.00972041
2	368	0.0132459
2	369	0.00657109
2	371	0.0106054
2	372	0.011168
2	373	0.0119271
2	382	0.00962087
2	392	0.00811995
2	394	0.00759086
2	397	0.00716698
2	403	0.00916223
2	420	0.00910161
2	433	0.0060774
2	438	0.00492833
2	448	0.0129088
2	451	0.00747996
2	456	0.00766434
2	457	0.00838244
2	461	0.0116343
2	467	0.00634677
2	469	0.004902
2	471	0.0130734
2	477	0.00545653
2	483	0.00979676
2	493	0.010029
2	494	0.00554968
2	511	0.0175039
2	513	0.0114252
2	516	0.00922266
2	518	0.0116446
2	522	0.0111744
2	533	0.0106524
2	540	0.00400748
2	542	0.00907196
2	543	0.00467787
2	547	0.013259
2	550	0.00378151
2	560	0.00538225
2	567	0.00946262
2	569	0.00561016
2	575	0.00951559
2	616	0.00856387
2	618	0.0101732
2	634	0.0171038
2	643	0.016419
2	653	0.0140977
2	660	0.0120842
2	663	0.00933601
2	667	0.0103274
3	3	51.9463
3	4	7.751
3	5	0.0284346
3	6	0.021618
3	13	0.0144352
3	28	0.0107759
3	32	0.0111772
3	36	0.0116396
3	37	0.0149619
3	49	0.0179037
3	56	0.0172526
3	61	0.0189618
3	109	0.011032
3	110	0.0115251
3	135	0.0118705
3	139	0.0147317
3	141	0.0175401
3	144	0.0188048
3	149	0.0146184
3	152	0.0166676
3	167	0.0181899
3	171	0.019132
3	172	0.0180997
3	186	0.0348155
3	190	0.00563288
3	192	0.00624698
3	194	0.00573036
3	195	0.00989321
3	196	0.0151473
3	198	0.0079594
3	201	0.0056034
3	202	0.00561298
3	206	0.00523953
3	209	0.00592707
3	212	0.00520039
3	213	0.00645211
3	214	0.0102159
3	229	0.0101134
3	241	0.0215404
3	247	0.0131689
3	267	0.00525309
3	270	0.00552768
3	296	0.0053021
3	305	0.00552601
3	307	0.0070721
3	343	0.00912542
3	346	0.00939434
3	347	0.00669742
3	348	0.00710915
3	354	0.00818223
3	363	0.00504442
