1	1	23.1005
1	2	2.69365
1	3	0.0136547
1	4	0.0232545
1	5	0.0179767
1	6	0.00579075
1	7	0.0110386
1	8	0.00545025
1	10	0.00505518
1	12	0.0111909
1	13	0.00544996
1	15	0.00554166
1	17	0.00592203
1	19	0.0105294
1	20	0.00458755
1	23	0.0066714
1	31	0.00535654
1	32	0.00561248
1	33	0.00480721
1	34	0.00557746
1	36	0.0111802
1	38	0.00579597
1	43	0
1	49	0.0108566
1	56	0.00455107
1	63	0.00479861
1	64	0.00542191
1	69	0.00555259
1	71	0.00535511
1	73	0.00499558
1	77	0.00594427
1	78	0.00553267
1	102	0.00435034
1	110	0.00537282
1	115	0.00454016
1	120	0.00421417
1	123	0.00478064
1	132	0.00449445
1	134	0.00371611
1	146	0.00503437
1	147	0.00980683
1	149	0.0100488
1	156	0.00472019
1	157	0.00451109
1	164	0.010661
1	170	0.0047677
1	174	0.00516319
1	177	0.00497944
1	179	0.00464531
1	180	0.00453815
1	183	0.0103314
1	184	0.0052841
1	191	0.00466635
1	192	0.00240714
1	195	0.0069992
1	196	0.00285731
1	198	0.00253301
1	200	0.00224504
1	201	0.002501
1	207	0.0030824
1	208	0.00319369
1	209	0.00111888
1	210	0.00220539
1	211	0.00217723
1	213	0.00239689
1	215	0.00228053
1	216	0.00122495
1	217	0.00234303
1	218	0.00110297
1	219	0.00216867
1	220	0.00449949
1	221	0
1	225	0.0130553
1	232	0.00667749
1	233	0.0146774
1	234	0.00819429
1	239	0
1	240	0.00757041
1	241	0.00669364
1	247	0.0054273
1	250	0.00584666
1	252	0.00758187
1	267	0.00448455
1	269	0.00532916
1	287	0.0213708
1	296	0.00645007
1	297	0.00798007
1	298	0.0114554
1	312	0.00517496
1	314	0.0051122
1	315	0.00546434
1	340	0
1	342	0.005441
1	346	0.00522328
1	349	0.00516194
1	351	0.00517123
1	360	0.00539405
1	365	0.00443449
1	380	0.00399865
1	383	0.00392975
1	386	0.00506232
1	396	0.0131929
1	397	0.0156688
1	399	0.0185249
1	413	0.00983854
1	415	0.00932061
1	434	0.0121614
1	446	0.0122651
1	448	0.00575966
1	454	0.00556359
1	455	0.00562827
1	464	0.00214389
1	466	0.00199293
1	467	0.00258669
1	469	0.00183021
1	471	0.00198144
1	472	0.00192376
1	476	0.00587435
1	479	0
1	483	0.0106175
1	492	0.0122066
1	497	0.00656893
1	513	0.0143815
1	519	0.00370533
1	524	0
1	525	0.00624068
1	532	0.00349402
1	535	0.00322617
1	536	0.00312968
1	541	0.00189626
1	542	0.00163944
1	543	0.0033702
1	545	0.00196624
1	548	0.00175868
1	549	0.0036042
1	551	0.00181924
1	552	0.00162072
1	555	0
1	556	0.00152648
1	557	0.00144855
1	560	0.0032841
1	562	0.00138685
1	563	0.00139499
1	565	0.0014248
1	566	0.00298034
1	567	0.00459351
1	568	0.00447788
1	569	0.00440641
1	570	0.00141073
1	577	0.00724991
1	578	0.0180348
1	580	0.00617106
1	584	0.0133095
1	592	0.00764984
1	595	0.0122561
1	596	0.00982684
1	597	0.0077832
1	600	0.0128963
1	611	0.00783817
1	614	0.0086754
1	622	0.00746905
1	624	0.00875793
1	625	0.00763871
1	628	0.00748894
1	639	0.0137185
1	649	0.0027397
1	653	0.00297256
1	655	0.00248028
1	658	0.00478624
1	662	0.0059001
1	663	0.00243606
1	665	0.0023057
2	2	22.5408
2	3	3.3873
2	4	0.0294321
2	5	0.0121345
2	6	0.0175898
2	7	0.00558843
2	9	0.020974
2	10	0.00511848
2	11	0.00963557
2	12	0.00566553
2	16	0.0106072
2	18	0.0053276
2	20	0.00929
2	24	0.0119129
2	25	0.0118709
2	26	0.0122152
2	27	0.0117991
2	29	0.00543996
2	34	0.0169419
2	35	0.0109196
2	37	0.00585255
2	39	0.0112208
2	40	0
2	43	0
2	44	0.0115282
2	47	0.00570445
2	54	0.00451686
2	57	0.00504433
2	59	0.00458672
2	62	0.00460024
2	63	0.0097174
2	64	0.00548981
2	73	0.00505813
2	76	0.00512297
2	79	0.0056214
2	106	0.00484491
2	122	0.00383807
2	125	0.00426906
2	127	0.00481475
2	131	0.00503799
2	134	0.00752528
2	135	0.00462194
2	138	0
