chrom	start	end	weight	E1	E2	E3
MG_1::chr2R:9783303-9864769	0	10000	0.04838866594994962	-0.5401375542169486	0.27925110583783636	0.47663956627341664
MG_1::chr2R:9783303-9864769	10000	20000	0.04500530863075894	-0.22248650822751453	-0.3526588221415615	0.25295578650120737
MG_1::chr2R:9783303-9864769	20000	30000	0.05530555651200703	-0.3085381659322145	-0.08314317830915349	-0.4486155793856488
MG_1::chr2R:9783303-9864769	30000	40000	0.05417591644909088	0.5371053985403603	0.5277798290313777	0.11593129479630701
MG_1::chr2R:9783303-9864769	40000	50000	0.04546760086712791	-0.09620089067565861	0.06924820237341174	-0.3303174018005933
MG_1::chr2R:9783303-9864769	50000	60000	0.056381502992568805	0.21078770722010323	0.2624151404556175	-0.2206753748344651
MG_1::chr2R:9783303-9864769	60000	70000	0.04552982183391175	0.4178175400704144	-0.24741877214879326	0.35910214841960597
MG_1::chr2R:9783303-9864769	70000	80000	0.06768649471161961	-0.3855442568099659	0.47213854404985023	0.05771716469331078
MG_1::chr2R:9783303-9864769	80000	81466				
MG_2::chr2R:9861736-9954592	0	10000				
MG_2::chr2R:9861736-9954592	10000	20000	0.085753098492514	-0.4775744599070562	0.32433614606478756	-0.40485861717711125
MG_2::chr2R:9861736-9954592	20000	30000	0.08659052459939058	-0.2147524037380099	-0.243795806258574	-0.2948569962897606
MG_2::chr2R:9861736-9954592	30000	40000	0.09613620485325691	-0.581758574836546	-0.5728976140264319	0.1122993610022497
MG_2::chr2R:9861736-9954592	40000	50000	0.08813469922683334	-0.11771063753495559	-0.09767045348647184	0.22441835092231405
MG_2::chr2R:9861736-9954592	50000	60000	0.09551088205459007	0.5160948999475848	-0.43491771363275405	-0.2928468291185477
MG_2::chr2R:9861736-9954592	60000	70000	0.10677492882752701	-0.11571046164491286	0.1537217316909454	0.11915159274313927
MG_2::chr2R:9861736-9954592	70000	80000				
MG_2::chr2R:9861736-9954592	80000	90000				
MG_2::chr2R:9861736-9954592	90000	92856				
MG_3::chr2R:9937874-10035582	0	10000				
MG_3::chr2R:9937874-10035582	10000	20000				
MG_3::chr2R:9937874-10035582	20000	30000	0.05456063616358303	-0.6701344031618836	-0.6094435485645655	-0.07629827657893982
MG_3::chr2R:9937874-10035582	30000	40000	0.055369761840415505	-0.3602425970800406	-0.6461439662830809	-0.6447886698094545
MG_3::chr2R:9937874-10035582	40000	50000	0.05302966519923876	0.49641373497177144	-0.030744685790642615	-0.49427861565647957
MG_3::chr2R:9937874-10035582	50000	60000	0.06258175238141425	0.62902415147549	-0.8151780889105804	0.5604224827592139
MG_3::chr2R:9937874-10035582	60000	70000	0.06919472065635322	0.6267451819046904	-0.40083352041060955	-0.30000801873733035
MG_3::chr2R:9937874-10035582	70000	80000	0.0679162600059679	0.26476984830731665	0.15903559629315503	-0.30719764088132484
MG_3::chr2R:9937874-10035582	80000	90000	0.07007175908416051	0.35387441340783643	0.2711802948276766	-0.34248809844173667
MG_3::chr2R:9937874-10035582	90000	97708				
MG_4::chr2R:10034493-10133457	0	10000	0.0825102401530327	-0.5041231792381721	-0.40093954036574225	0.09724815265356884
MG_4::chr2R:10034493-10133457	10000	20000	0.09641666729573642	0.34658607102586697	0.15661895355074335	-0.6031334554681331
MG_4::chr2R:10034493-10133457	20000	30000	0.09418840303144665	0.3858508053044487	-0.59911359853674	0.3005141111242276
MG_4::chr2R:10034493-10133457	30000	40000	0.0677233547954604	-0.37177043672698834	-0.06907266599961644	-0.19619097220298967
MG_4::chr2R:10034493-10133457	40000	50000	0.08886169665274982	0.30308816993704124	0.2829458098484482	0.47543660139766436
MG_4::chr2R:10034493-10133457	50000	60000	0.08908949111499503	-0.15881827521974504	-0.011087561342273285	0.42475420585449114
MG_4::chr2R:10034493-10133457	60000	70000	0.07476501103165513	0.06110485724181882	0.1477363583428726	-0.37636034179906824
MG_4::chr2R:10034493-10133457	70000	80000	0.1026238928683479	0.7058942648898787	-0.6497098135582225	-0.28597302356947735
MG_4::chr2R:10034493-10133457	80000	90000	0.0804535016272177	0.2933711905105505	-0.25906151343529504	0.32875206664863077
MG_4::chr2R:10034493-10133457	90000	98964	0.08553317119475254	0.6118155913254261	0.6328151863251101	0.1976876480431152
FlyFos027077::chrX:795762-831457	0	10000	0.020798383268679475			
FlyFos027077::chrX:795762-831457	10000	20000	0.028562198793513946			
FlyFos027077::chrX:795762-831457	20000	30000	0.022594224016315206			
FlyFos027077::chrX:795762-831457	30000	35695				
FlyFos031487::chrX:2135290-2166685	0	10000	0.02385471343402613			
FlyFos031487::chrX:2135290-2166685	10000	20000	0.01915618525011229			
FlyFos031487::chrX:2135290-2166685	20000	30000	0.021270292287330756			
FlyFos031487::chrX:2135290-2166685	30000	31395				
FlyFos025581::chrX:2685715-2721010	0	10000	0.035813018928656404			
FlyFos025581::chrX:2685715-2721010	10000	20000	0.04248255722411324			
FlyFos025581::chrX:2685715-2721010	20000	30000	0.03543694468652416			
FlyFos025581::chrX:2685715-2721010	30000	35295				
FlyFos018703::chrX:3667733-3708827	0	10000	0.06643848134483679			
