chrom	start	end	weight	E1	E2	E3
MG_1::chr2R:9783303-9864769	0	10000	0.08947684734002351	0.2773970126754641	-0.008230556666017321	-0.12138351835713646
MG_1::chr2R:9783303-9864769	10000	20000	0.10912845703745762	0.5210337834697204	-0.07107554098386928	-0.01558858161719069
MG_1::chr2R:9783303-9864769	20000	30000	0.09620537030580806	0.4963340893598479	-0.7526265395354789	0.2919035124576772
MG_1::chr2R:9783303-9864769	30000	40000	0.10410619738169717	-0.6929396191827061	0.4244470311086421	0.6196936411859876
MG_1::chr2R:9783303-9864769	40000	50000	0.09345414803354611	-0.09985771084588009	0.4701164147423169	-0.2878116616011417
MG_1::chr2R:9783303-9864769	50000	60000	0.07237219955520394	0.6289034248416451	0.3434491480843293	0.6265843721683623
MG_1::chr2R:9783303-9864769	60000	70000	0.0812084272183571	-0.6451112267376397	-0.8232817315403288	0.1953660121691146
MG_1::chr2R:9783303-9864769	70000	80000	0.10578070185972027	-0.07537843349785917	-0.09056141800060352	-0.39207170866587776
MG_1::chr2R:9783303-9864769	80000	81466				
MG_2::chr2R:9861736-9954592	0	10000	0.11526364415494704	-0.5215488864028841	-0.26686712310131555	-0.00202124789050987
MG_2::chr2R:9861736-9954592	10000	20000	0.08389999949433774	0.1444639746801177	0.20502311873687135	0.5279436874745127
MG_2::chr2R:9861736-9954592	20000	30000	0.08313778163562667	-0.5922625129093597	-0.5827253659181625	0.143081146343702
MG_2::chr2R:9861736-9954592	30000	40000	0.0778980919608352	0.2903075715905622	-0.1003647242406044	0.40708709561280265
MG_2::chr2R:9861736-9954592	40000	50000	0.06988988798267282	0.5259364773668278	-0.6072957649689908	-0.21664511382623172
MG_2::chr2R:9861736-9954592	50000	60000	0.09038833676477855	-0.4240918155953953	0.3075660035964296	0.09735785249157985
MG_2::chr2R:9861736-9954592	60000	70000	0.08090620323827961	-0.1031649346822115	0.3388480356393749	-0.43104128947578785
MG_2::chr2R:9861736-9954592	70000	80000				
MG_2::chr2R:9861736-9954592	80000	90000				
MG_2::chr2R:9861736-9954592	90000	92856				
MG_3::chr2R:9937874-10035582	0	10000				
MG_3::chr2R:9937874-10035582	10000	20000				
MG_3::chr2R:9937874-10035582	20000	30000	0.07163908209298701	-0.63222057499459	0.03984496693511589	0.42630674296768034
MG_3::chr2R:9937874-10035582	30000	40000	0.06257216565332095	0.4370250453747369	0.8588161002865164	0.7648850226539252
MG_3::chr2R:9937874-10035582	40000	50000	0.07576601341931757	-0.7295715872802225	-0.45547220005538575	0.138158550409936
MG_3::chr2R:9937874-10035582	50000	60000	0.06504939606115025	0.27966744361871304	0.7223959057566139	-0.5876227179401567
MG_3::chr2R:9937874-10035582	60000	70000	0.07960960834254509	-0.21682902227799455	-0.04215066333505724	-0.0557947731835565
MG_3::chr2R:9937874-10035582	70000	80000	0.06656029583172132	-0.5508935173504803	0.404387894821553	-0.3028052537780632
MG_3::chr2R:9937874-10035582	80000	90000	0.0798976078687149	-0.7283633165866708	0.5485000479700882	0.2869080943185519
MG_3::chr2R:9937874-10035582	90000	97708	0.0954231399796893	-0.5286442322432943	0.5132393701114071	-0.435914019908527
MG_4::chr2R:10034493-10133457	0	10000	0.08456978402465	-0.2899372722300241	0.4069222667704066	0.33894236514796716
MG_4::chr2R:10034493-10133457	10000	20000	0.08327514421898825	0.38616600190150574	-0.3172992169256528	0.14841068939836358
MG_4::chr2R:10034493-10133457	20000	30000	0.06667875381700625	-0.01307641964480464	-0.12268022558457119	-0.49546787242679996
MG_4::chr2R:10034493-10133457	30000	40000	0.06321180819906305	0.5409606228662172	-0.3807414674485489	0.39031853925428095
MG_4::chr2R:10034493-10133457	40000	50000	0.06775547690749034	-0.5581084731560807	-0.09812477902402063	-0.894168663064609
MG_4::chr2R:10034493-10133457	50000	60000	0.07052087692440297	-0.21091738098080193	-0.2569217949742018	0.01396390914908992
MG_4::chr2R:10034493-10133457	60000	70000	0.07737262468751456	-1.0501100253188351	-1.050724570740481	0.2270884165294299
MG_4::chr2R:10034493-10133457	70000	80000	0.0654666344405541	0.34710936224546096	0.14785535111443643	-0.5336069448822854
MG_4::chr2R:10034493-10133457	80000	90000	0.06261785727943261	0.4692239541323082	-0.43227556637186393	-0.44371630521915867
MG_4::chr2R:10034493-10133457	90000	98964	0.0821681838612816	-0.8082498139013423	0.7620711301018682	0.05056952780287872
FlyFos027077::chrX:795762-831457	0	10000	0.03881802206738659			
FlyFos027077::chrX:795762-831457	10000	20000	0.03616494700188253			
