chrom	start	end	weight	E1	E2	E3
MG_1::chr2R:9783303-9864769	0	20000	0.03606516222792696			
MG_1::chr2R:9783303-9864769	20000	40000	0.037673244079235765			
MG_1::chr2R:9783303-9864769	40000	60000	0.03691177697297289			
MG_1::chr2R:9783303-9864769	60000	80000	0.03792523047088421			
MG_1::chr2R:9783303-9864769	80000	81466				
MG_2::chr2R:9861736-9954592	0	20000	0.06597897246212611			
MG_2::chr2R:9861736-9954592	20000	40000	0.06023142741660368			
MG_2::chr2R:9861736-9954592	40000	60000	0.06358971188249367			
MG_2::chr2R:9861736-9954592	60000	80000	0.07658144304522643			
MG_2::chr2R:9861736-9954592	80000	92856				
MG_3::chr2R:9937874-10035582	0	20000				
MG_3::chr2R:9937874-10035582	20000	40000	0.0403455076616536			
MG_3::chr2R:9937874-10035582	40000	60000	0.042458296169166326			
MG_3::chr2R:9937874-10035582	60000	80000	0.042221579253196015			
MG_3::chr2R:9937874-10035582	80000	97708	0.05197703178872426			
MG_4::chr2R:10034493-10133457	0	20000	0.05504216552598187			
MG_4::chr2R:10034493-10133457	20000	40000	0.05137843775801218			
MG_4::chr2R:10034493-10133457	40000	60000	0.06499265062718457			
MG_4::chr2R:10034493-10133457	60000	80000	0.05617398863574267			
MG_4::chr2R:10034493-10133457	80000	98964	0.05755223917012656			
FlyFos027077::chrX:795762-831457	0	20000	0.016465489705818993			
FlyFos027077::chrX:795762-831457	20000	35695	0.026535163901911754			
FlyFos031487::chrX:2135290-2166685	0	20000	0.015900709303711836			
FlyFos031487::chrX:2135290-2166685	20000	31395	0.029913336614072934			
FlyFos025581::chrX:2685715-2721010	0	20000	0.030253091940116616			
FlyFos025581::chrX:2685715-2721010	20000	35295	0.04065271828401727			
FlyFos018703::chrX:3667733-3708827	0	20000	0.04062900011978232			
FlyFos018703::chrX:3667733-3708827	20000	40000	0.049767694388898144			
FlyFos018703::chrX:3667733-3708827	40000	41094				
FlyFos029355::chrX:3704259-3739628	0	20000	0.019763548831514828			
FlyFos029355::chrX:3704259-3739628	20000	35369				
FlyFos022426::chrX:3724647-3755934	0	20000	0.18086455232893722			
FlyFos022426::chrX:3724647-3755934	20000	31287	0.12612483919432924			
FlyFos025448::chrX:5318986-5352179	0	20000	0.016461112153426886			
FlyFos025448::chrX:5318986-5352179	20000	33193	0.025945913858738588			
FlyFos022038::chrX:7035928-7072577	0	20000	0.029574639964366847			
FlyFos022038::chrX:7035928-7072577	20000	36649				
FlyFos030785::chrX:7053320-7095787	0	20000				
FlyFos030785::chrX:7053320-7095787	20000	40000	0.02287658968578686			
FlyFos030785::chrX:7053320-7095787	40000	42467	0.1638030050491505			
FlyFos021879::chrX:8909920-8947159	0	20000	0.025612963576574443			
FlyFos021879::chrX:8909920-8947159	20000	37239	0.02710175211954066			
FlyFos023955::chrX:10742683-10778978	0	20000	0.037013552049744526			
FlyFos023955::chrX:10742683-10778978	20000	36295	0.04555844779049086			
FlyFos021967::chrX:10778059-10813017	0	20000	0.02611935868718894			
FlyFos021967::chrX:10778059-10813017	20000	34958	0.057093034482499666			
FlyFos025500::chrX:10806687-10840288	0	20000	0.031614435763291635			
FlyFos025500::chrX:10806687-10840288	20000	33601	0.08689681649497769			
FlyFos021012::chrX:10832134-10868578	0	20000	0.026642645509178567			
FlyFos021012::chrX:10832134-10868578	20000	36444	0.020471353526189263			
FlyFos017984::chrX:11124685-11157816	0	20000	0.02390613537202173			
FlyFos017984::chrX:11124685-11157816	20000	33131	0.03738224254784052			
FlyFos026333::chrX:13312144-13347266	0	20000	0.016226591195455574			
FlyFos026333::chrX:13312144-13347266	20000	35122	0.020878256553134737			
FlyFos018941::chrX:14500243-14533957	0	20000	0.015160640365986744			
FlyFos018941::chrX:14500243-14533957	20000	33714	0.021506021056210647			
FlyFos019248::chrX:15252394-15293829	0	20000	0.02763213386322855			
FlyFos019248::chrX:15252394-15293829	20000	40000	0.028630762427096734			
FlyFos019248::chrX:15252394-15293829	40000	41435				
FlyFos020589::chrX:16217642-16258872	0	20000	0.04436596483525842			
FlyFos020589::chrX:16217642-16258872	20000	40000	0.03580869538352327			
FlyFos020589::chrX:16217642-16258872	40000	41230				
FlyFos030772::chrX:16900768-16933931	0	20000	0.013199564916242933			
FlyFos030772::chrX:16900768-16933931	20000	33163	0.021987490165899994			
FlyFos031639::chrX:16987106-17017397	0	20000	0.014438595318443081			
FlyFos031639::chrX:16987106-17017397	20000	30291	0.02853853894977696			
FlyFos025442::chrX:18647514-18690910	0	20000	0.028973040162334148			
FlyFos025442::chrX:18647514-18690910	20000	40000	0.03189671068204745			
FlyFos025442::chrX:18647514-18690910	40000	43396				
FlyFos029863::chrX:19017578-19051456	0	20000	0.033463335655032594			
FlyFos029863::chrX:19017578-19051456	20000	33878	0.050360780005478625			
FlyFos019190::chrX:19681040-19717450	0	20000	0.02966197012102583			
FlyFos019190::chrX:19681040-19717450	20000	36410	0.04026528068821054			
FlyFos023727::chrX:19725749-19763469	0	20000	0.046919780571229704			
FlyFos023727::chrX:19725749-19763469	20000	37720	0.059288283584598596			
FlyFos026416::chrX:21036774-21075498	0	20000	0.03736633546438439			
FlyFos026416::chrX:21036774-21075498	20000	38724	0.03595476873962958			
