chrom	start	end	weight	E1	E2	E3
MG_1::chr2R:9783303-9864769	0	20000	0.033292296075456244			
MG_1::chr2R:9783303-9864769	20000	40000	0.0290861275780833			
MG_1::chr2R:9783303-9864769	40000	60000	0.03256838544240332			
MG_1::chr2R:9783303-9864769	60000	80000	0.029029670968873444			
MG_1::chr2R:9783303-9864769	80000	81466				
MG_2::chr2R:9861736-9954592	0	20000	0.031789379303341025			
MG_2::chr2R:9861736-9954592	20000	40000	0.026008095362038984			
MG_2::chr2R:9861736-9954592	40000	60000	0.02846188831660894			
MG_2::chr2R:9861736-9954592	60000	80000	0.03303118149748494			
MG_2::chr2R:9861736-9954592	80000	92856				
MG_3::chr2R:9937874-10035582	0	20000				
MG_3::chr2R:9937874-10035582	20000	40000	0.021112107240014763			
MG_3::chr2R:9937874-10035582	40000	60000	0.022850059583663377			
MG_3::chr2R:9937874-10035582	60000	80000	0.02223680356247689			
MG_3::chr2R:9937874-10035582	80000	97708	0.023763810941319786			
MG_4::chr2R:10034493-10133457	0	20000	0.02537172084488291			
MG_4::chr2R:10034493-10133457	20000	40000	0.021243114873183422			
MG_4::chr2R:10034493-10133457	40000	60000	0.023816562051556755			
MG_4::chr2R:10034493-10133457	60000	80000	0.02381461401560884			
MG_4::chr2R:10034493-10133457	80000	98964	0.02296170472576961			
FlyFos027077::chrX:795762-831457	0	20000	0.012815028528904364			
FlyFos027077::chrX:795762-831457	20000	35695	0.018640610708647854			
FlyFos031487::chrX:2135290-2166685	0	20000	0.005119602387189528			
FlyFos031487::chrX:2135290-2166685	20000	31395	0.009672810147578747			
FlyFos025581::chrX:2685715-2721010	0	20000	0.04733317012315216			
FlyFos025581::chrX:2685715-2721010	20000	35295	0.059943485639557745			
FlyFos018703::chrX:3667733-3708827	0	20000	0.04181440415602003			
FlyFos018703::chrX:3667733-3708827	20000	40000	0.04618543572318624			
FlyFos018703::chrX:3667733-3708827	40000	41094				
FlyFos029355::chrX:3704259-3739628	0	20000	0.02713198318073259			
FlyFos029355::chrX:3704259-3739628	20000	35369				
FlyFos022426::chrX:3724647-3755934	0	20000	0.358936061833107			
FlyFos022426::chrX:3724647-3755934	20000	31287	0.26732016180524376			
FlyFos025448::chrX:5318986-5352179	0	20000	0.03468900887146783			
FlyFos025448::chrX:5318986-5352179	20000	33193	0.0531730308432417			
FlyFos022038::chrX:7035928-7072577	0	20000	0.03154432660948679			
FlyFos022038::chrX:7035928-7072577	20000	36649				
FlyFos030785::chrX:7053320-7095787	0	20000				
FlyFos030785::chrX:7053320-7095787	20000	40000	0.028181367492647196			
FlyFos030785::chrX:7053320-7095787	40000	42467	0.22426528386067413			
FlyFos021879::chrX:8909920-8947159	0	20000	0.030722190629225217			
FlyFos021879::chrX:8909920-8947159	20000	37239	0.032227348161851056			
FlyFos023955::chrX:10742683-10778978	0	20000	0.024577667904645384			
FlyFos023955::chrX:10742683-10778978	20000	36295	0.034347871980488394			
FlyFos021967::chrX:10778059-10813017	0	20000	0.09612275418759315			
FlyFos021967::chrX:10778059-10813017	20000	34958	0.209811363587714			
FlyFos025500::chrX:10806687-10840288	0	20000	0.07909688361772306			
FlyFos025500::chrX:10806687-10840288	20000	33601	0.1973547567186849			
FlyFos021012::chrX:10832134-10868578	0	20000	0.1185878927477609			
FlyFos021012::chrX:10832134-10868578	20000	36444	0.09084232231438193			
FlyFos017984::chrX:11124685-11157816	0	20000	0.031227890709846804			
FlyFos017984::chrX:11124685-11157816	20000	33131	0.05460061803726937			
FlyFos026333::chrX:13312144-13347266	0	20000	0.010540285901678326			
FlyFos026333::chrX:13312144-13347266	20000	35122	0.013542144353105436			
FlyFos018941::chrX:14500243-14533957	0	20000	0.0772543532608227			
FlyFos018941::chrX:14500243-14533957	20000	33714	0.12085769361940744			
FlyFos019248::chrX:15252394-15293829	0	20000	0.03637562509416566			
FlyFos019248::chrX:15252394-15293829	20000	40000	0.03295707566379657			
FlyFos019248::chrX:15252394-15293829	40000	41435				
FlyFos020589::chrX:16217642-16258872	0	20000	0.016904265620031285			
FlyFos020589::chrX:16217642-16258872	20000	40000	0.014761958057310714			
FlyFos020589::chrX:16217642-16258872	40000	41230				
FlyFos030772::chrX:16900768-16933931	0	20000	0.008576828797244468			
FlyFos030772::chrX:16900768-16933931	20000	33163	0.012869442691498858			
FlyFos031639::chrX:16987106-17017397	0	20000	0.007641175557734015			
FlyFos031639::chrX:16987106-17017397	20000	30291	0.015094299301275543			
FlyFos025442::chrX:18647514-18690910	0	20000	0.04080175649227755			
FlyFos025442::chrX:18647514-18690910	20000	40000	0.04292573826738572			
FlyFos025442::chrX:18647514-18690910	40000	43396				
FlyFos029863::chrX:19017578-19051456	0	20000	0.06671542732711624			
FlyFos029863::chrX:19017578-19051456	20000	33878	0.1036034046954939			
FlyFos019190::chrX:19681040-19717450	0	20000	0.05360167432986086			
FlyFos019190::chrX:19681040-19717450	20000	36410	0.06103373978206153			
FlyFos023727::chrX:19725749-19763469	0	20000	0.11117942048062948			
FlyFos023727::chrX:19725749-19763469	20000	37720	0.11761815647164482			
FlyFos026416::chrX:21036774-21075498	0	20000	0.01321156134487183			
FlyFos026416::chrX:21036774-21075498	20000	38724	0.01457119695911434			
