chrom	start	end	weight	E1	E2	E3
MG_1::chr2R:9783303-9864769	0	10000	0.05371355757638298	0.6133161388621516	0.4182726749598052	-0.21062095264743547
MG_1::chr2R:9783303-9864769	10000	20000	0.0586441380448275	-0.1308393507728793	0.3471349752301987	-0.4938724434381
MG_1::chr2R:9783303-9864769	20000	30000	0.062079485703342846	-0.46963454519513564	0.46116173035398256	-0.1305599808871504
MG_1::chr2R:9783303-9864769	30000	40000	0.05149524305474785	0.5234391987119048	-0.5554300380936029	-0.28918897608429134
MG_1::chr2R:9783303-9864769	40000	50000	0.05463974200753755	-0.2740168658232538	0.140667462635214	-0.1804368241921907
MG_1::chr2R:9783303-9864769	50000	60000	0.057770637851967045	0.0035911111033040967	0.23835037847855214	0.3568492588728283
MG_1::chr2R:9783303-9864769	60000	70000	0.05245578372219039	-0.6485081304800245	-0.49865156129713517	-0.13142177314715603
MG_1::chr2R:9783303-9864769	70000	80000	0.06727064122633462	-0.07603966523100097	-0.13817248014613837	-0.24545533447141948
MG_1::chr2R:9783303-9864769	80000	81466				
MG_2::chr2R:9861736-9954592	0	10000				
MG_2::chr2R:9861736-9954592	10000	20000	0.0863701461418231	0.37446745202163	-0.6857289200405584	0.3569334695694104
MG_2::chr2R:9861736-9954592	20000	30000	0.09348226017289994	0.7059899004162206	-0.49109417804223665	-0.39739418671069177
MG_2::chr2R:9861736-9954592	30000	40000	0.09267028181653555	0.015491455321891789	-0.48724790268910384	0.11196744116209457
MG_2::chr2R:9861736-9954592	40000	50000	0.09034764693368944	-0.5850814644649054	-0.0798245072700469	0.5091568073195459
MG_2::chr2R:9861736-9954592	50000	60000	0.09574204798304807	0.4570076291760508	0.6990403022478101	-0.15016322208189403
MG_2::chr2R:9861736-9954592	60000	70000	0.09440841066181058	-0.708267028255678	-0.3457287574036619	-0.7224474738584963
MG_2::chr2R:9861736-9954592	70000	80000				
MG_2::chr2R:9861736-9954592	80000	90000				
MG_2::chr2R:9861736-9954592	90000	92856				
MG_3::chr2R:9937874-10035582	0	10000				
MG_3::chr2R:9937874-10035582	10000	20000				
MG_3::chr2R:9937874-10035582	20000	30000	0.06099600208429768	0.007668787392504181	0.0466095278447161	-0.591396007334882
MG_3::chr2R:9937874-10035582	30000	40000	0.058132264035810115	-0.9157909789768739	-0.9007313424730784	-0.09538224955151849
MG_3::chr2R:9937874-10035582	40000	50000	0.06009991698711315	-0.026608868533730446	0.13322707124270908	0.6133719414814679
MG_3::chr2R:9937874-10035582	50000	60000	0.0621243259861947	-0.8420762022277188	0.8183795555302654	0.17146865696313415
MG_3::chr2R:9937874-10035582	60000	70000	0.0679088033496486	-0.4227742392133132	0.47082265353552244	-0.4854274164163501
MG_3::chr2R:9937874-10035582	70000	80000	0.058125842328332365	0.42973206996832664	0.1283436358502143	-0.2676767432003269
MG_3::chr2R:9937874-10035582	80000	90000	0.06507105429346062	0.08931899277331275	0.12698537843984867	-0.13772020919538372
MG_3::chr2R:9937874-10035582	90000	97708				
MG_4::chr2R:10034493-10133457	0	10000	0.07942904707612002	-0.6505568472811911	0.17932511409375454	0.3587830699597304
MG_4::chr2R:10034493-10133457	10000	20000	0.08387844452535971	0.5584293262451042	-0.9195390801587662	0.8191427834178979
MG_4::chr2R:10034493-10133457	20000	30000	0.07499949626757679	-0.31688401497889074	0.2940928882183783	0.03374425462387913
MG_4::chr2R:10034493-10133457	30000	40000	0.07776064911211965	-0.30251050549132186	0.12738692068416593	0.1888547239495466
MG_4::chr2R:10034493-10133457	40000	50000	0.09277409083579835	0.5440693286142689	0.18733801729543947	-0.6314195400514075
MG_4::chr2R:10034493-10133457	50000	60000	0.10002484103708513	0.41471340093369025	0.5489570796863493	0.2085134177206804
MG_4::chr2R:10034493-10133457	60000	70000	0.08104763541291415	0.7905000787990852	0.8445858835796282	0.42225070152223776
MG_4::chr2R:10034493-10133457	70000	80000	0.09019470733751477	0.04555672231073081	0.17788548459946332	0.013686050733095234
MG_4::chr2R:10034493-10133457	80000	90000	0.08716617355477603	0.6810951424951726	-0.2883418752922704	-0.26408969272303034
MG_4::chr2R:10034493-10133457	90000	98964	0.08251458188864966	-0.10630620824383667	0.44266066155096795	0.504964091000592
FlyFos027077::chrX:795762-831457	0	10000	0.026082246599907214			
FlyFos027077::chrX:795762-831457	10000	20000	0.025707117472611576			
FlyFos027077::chrX:795762-831457	20000	30000	0.026811269073114787			
FlyFos027077::chrX:795762-831457	30000	35695				
FlyFos031487::chrX:2135290-2166685	0	10000	0.02468260548546233			
FlyFos031487::chrX:2135290-2166685	10000	20000	0.024192630998358715			
FlyFos031487::chrX:2135290-2166685	20000	30000	0.025689886572952722			
FlyFos031487::chrX:2135290-2166685	30000	31395				
FlyFos025581::chrX:2685715-2721010	0	10000	0.04540782416784693			
FlyFos025581::chrX:2685715-2721010	10000	20000	0.04802004908156794			
FlyFos025581::chrX:2685715-2721010	20000	30000	0.04642212335955169			
FlyFos025581::chrX:2685715-2721010	30000	35295				
FlyFos018703::chrX:3667733-3708827	0	10000	0.06607167846200049			
FlyFos018703::chrX:3667733-3708827	10000	20000	0.06576863825053375			
FlyFos018703::chrX:3667733-3708827	20000	30000	0.06682566671684233			
FlyFos018703::chrX:3667733-3708827	30000	40000				
FlyFos018703::chrX:3667733-3708827	40000	41094				
