chrom	start	end	weight	E1	E2	E3
MG_1::chr2R:9783303-9864769	0	20000	0.030633591980705043			
MG_1::chr2R:9783303-9864769	20000	40000	0.03607577589942454			
MG_1::chr2R:9783303-9864769	40000	60000	0.0341398851899614			
MG_1::chr2R:9783303-9864769	60000	80000	0.03610715009685951			
MG_1::chr2R:9783303-9864769	80000	81466				
MG_2::chr2R:9861736-9954592	0	20000	0.07455562294140954			
MG_2::chr2R:9861736-9954592	20000	40000	0.056904773588998925			
MG_2::chr2R:9861736-9954592	40000	60000	0.05916213282293957			
MG_2::chr2R:9861736-9954592	60000	80000	0.08087680477279885			
MG_2::chr2R:9861736-9954592	80000	92856				
MG_3::chr2R:9937874-10035582	0	20000				
MG_3::chr2R:9937874-10035582	20000	40000	0.03722991302226423			
MG_3::chr2R:9937874-10035582	40000	60000	0.03974725058928065			
MG_3::chr2R:9937874-10035582	60000	80000	0.04569314772908653			
MG_3::chr2R:9937874-10035582	80000	97708	0.05525257841312278			
MG_4::chr2R:10034493-10133457	0	20000	0.058677791818647775			
MG_4::chr2R:10034493-10133457	20000	40000	0.0531607938073125			
MG_4::chr2R:10034493-10133457	40000	60000	0.06254101840207464			
MG_4::chr2R:10034493-10133457	60000	80000	0.058898248827662675			
MG_4::chr2R:10034493-10133457	80000	98964	0.05646634074539069			
FlyFos027077::chrX:795762-831457	0	20000	0.01551872903553576			
FlyFos027077::chrX:795762-831457	20000	35695	0.02354774985129067			
FlyFos031487::chrX:2135290-2166685	0	20000	0.013702562411241005			
FlyFos031487::chrX:2135290-2166685	20000	31395	0.023640473651659777			
FlyFos025581::chrX:2685715-2721010	0	20000	0.02547562852015097			
FlyFos025581::chrX:2685715-2721010	20000	35295	0.030322162927815522			
FlyFos018703::chrX:3667733-3708827	0	20000	0.04760371636892558			
FlyFos018703::chrX:3667733-3708827	20000	40000	0.05420020434967381			
FlyFos018703::chrX:3667733-3708827	40000	41094				
FlyFos029355::chrX:3704259-3739628	0	20000	0.023346361317070102			
FlyFos029355::chrX:3704259-3739628	20000	35369				
FlyFos022426::chrX:3724647-3755934	0	20000	0.1836132202236665			
FlyFos022426::chrX:3724647-3755934	20000	31287	0.12486841047650692			
FlyFos025448::chrX:5318986-5352179	0	20000	0.015002336899037268			
FlyFos025448::chrX:5318986-5352179	20000	33193	0.025194441006487298			
FlyFos022038::chrX:7035928-7072577	0	20000	0.030744443723980823			
FlyFos022038::chrX:7035928-7072577	20000	36649				
FlyFos030785::chrX:7053320-7095787	0	20000				
FlyFos030785::chrX:7053320-7095787	20000	40000	0.026753013950225252			
FlyFos030785::chrX:7053320-7095787	40000	42467	0.18594383884002144			
FlyFos021879::chrX:8909920-8947159	0	20000	0.029379198411721347			
FlyFos021879::chrX:8909920-8947159	20000	37239	0.02940380916323681			
FlyFos023955::chrX:10742683-10778978	0	20000	0.037861474200769706			
FlyFos023955::chrX:10742683-10778978	20000	36295	0.056970531019865295			
FlyFos021967::chrX:10778059-10813017	0	20000	0.029342972572586185			
FlyFos021967::chrX:10778059-10813017	20000	34958	0.06328374399702226			
FlyFos025500::chrX:10806687-10840288	0	20000	0.03041221106613526			
FlyFos025500::chrX:10806687-10840288	20000	33601	0.08660909779414538			
FlyFos021012::chrX:10832134-10868578	0	20000	0.024285278023745027			
FlyFos021012::chrX:10832134-10868578	20000	36444	0.016301423774423524			
FlyFos017984::chrX:11124685-11157816	0	20000	0.021710334162595997			
FlyFos017984::chrX:11124685-11157816	20000	33131	0.037062298432123275			
FlyFos026333::chrX:13312144-13347266	0	20000	0.015346979277383408			
FlyFos026333::chrX:13312144-13347266	20000	35122	0.02203551154729984			
FlyFos018941::chrX:14500243-14533957	0	20000	0.015373948263375571			
FlyFos018941::chrX:14500243-14533957	20000	33714	0.022082177014132343			
FlyFos019248::chrX:15252394-15293829	0	20000	0.02794695653722444			
FlyFos019248::chrX:15252394-15293829	20000	40000	0.029751396900944912			
FlyFos019248::chrX:15252394-15293829	40000	41435				
FlyFos020589::chrX:16217642-16258872	0	20000	0.05354627650993887			
FlyFos020589::chrX:16217642-16258872	20000	40000	0.041867816837291606			
FlyFos020589::chrX:16217642-16258872	40000	41230				
FlyFos030772::chrX:16900768-16933931	0	20000	0.015839273872595934			
FlyFos030772::chrX:16900768-16933931	20000	33163	0.024296483347184514			
FlyFos031639::chrX:16987106-17017397	0	20000	0.014848725215205949			
FlyFos031639::chrX:16987106-17017397	20000	30291	0.02891477339217701			
FlyFos025442::chrX:18647514-18690910	0	20000	0.02497453099690399			
FlyFos025442::chrX:18647514-18690910	20000	40000	0.0281197125987661			
FlyFos025442::chrX:18647514-18690910	40000	43396				
FlyFos029863::chrX:19017578-19051456	0	20000	0.03682978447457828			
FlyFos029863::chrX:19017578-19051456	20000	33878	0.049843572887144603			
FlyFos019190::chrX:19681040-19717450	0	20000	0.026783131276960984			
FlyFos019190::chrX:19681040-19717450	20000	36410	0.03295713795429591			
FlyFos023727::chrX:19725749-19763469	0	20000	0.04680441132693392			
FlyFos023727::chrX:19725749-19763469	20000	37720	0.048853858756125114			
FlyFos026416::chrX:21036774-21075498	0	20000	0.03414464649753614			
FlyFos026416::chrX:21036774-21075498	20000	38724	0.038791826258349135			
