chrom	start	end	weight	E1	E2	E3
MG_1::chr2R:9783303-9864769	0	10000	0.02087132077419455	-0.19160966622493195	-0.21983127625458587	-0.22407115914896503
MG_1::chr2R:9783303-9864769	10000	20000	0.02096909118575485	0.1596678197228954	0.08656646436012976	-0.157864898478886
MG_1::chr2R:9783303-9864769	20000	30000	0.021097472773944703	-0.008272483993654687	0.10831164365341399	-0.35025457723429765
MG_1::chr2R:9783303-9864769	30000	40000	0.02160988419196433	0.3764398972070069	0.3916323390230319	-0.0525830612188376
MG_1::chr2R:9783303-9864769	40000	50000	0.021587406967020262	-0.1707647120559758	0.061497348625949654	-0.04159226810258133
MG_1::chr2R:9783303-9864769	50000	60000	0.02218058266615688	-0.2832626336987964	0.26045158918714206	-0.2760395142908055
MG_1::chr2R:9783303-9864769	60000	70000	0.02099242104486434	-0.3365496611517682	0.3591866796107821	0.26909131476759834
MG_1::chr2R:9783303-9864769	70000	80000	0.02533487819389629	-0.12725521786160937	-0.02112469957734663	-0.0348673341741405
MG_1::chr2R:9783303-9864769	80000	81466				
MG_2::chr2R:9861736-9954592	0	10000				
MG_2::chr2R:9861736-9954592	10000	20000	0.021675420128616563	0.09073014495362801	-0.07431251741245372	-0.20812712866711713
MG_2::chr2R:9861736-9954592	20000	30000	0.021762961820980822	-0.251526958928584	0.25556510340854827	-0.08081771997015492
MG_2::chr2R:9861736-9954592	30000	40000	0.02137103836286736	-0.03216542570676675	-0.014909431295161276	-0.07388961707858756
MG_2::chr2R:9861736-9954592	40000	50000	0.024028760384290946	-0.2363798328814861	-0.20768604183506714	-0.15211399367100079
MG_2::chr2R:9861736-9954592	50000	60000	0.023270742231957645	-0.12351757171330711	-0.1594049633046721	0.16449022429255294
MG_2::chr2R:9861736-9954592	60000	70000	0.022957327691720958	0.1633436949223017	0.010788446375437678	-0.11913755902532883
MG_2::chr2R:9861736-9954592	70000	80000				
MG_2::chr2R:9861736-9954592	80000	90000				
MG_2::chr2R:9861736-9954592	90000	92856				
MG_3::chr2R:9937874-10035582	0	10000				
MG_3::chr2R:9937874-10035582	10000	20000				
MG_3::chr2R:9937874-10035582	20000	30000	0.016957822090557448	-0.35092783138615796	-0.40147878582672475	-0.42977940689325317
MG_3::chr2R:9937874-10035582	30000	40000	0.018987665390180798	-0.7294871150796436	-0.6893072019063138	0.1244311900510361
MG_3::chr2R:9937874-10035582	40000	50000	0.02103308740333627	-0.005289481975274389	0.06648383009264067	0.5237738461970732
MG_3::chr2R:9937874-10035582	50000	60000	0.01909526347823044	-0.8233082917884195	0.8221871302518708	0.05676950317064085
MG_3::chr2R:9937874-10035582	60000	70000	0.019283245434762567	-0.18706719697716476	0.19867148920367886	-0.4328663086302958
MG_3::chr2R:9937874-10035582	70000	80000	0.01845080736927799	0.1795666556407232	0.1938075863840453	-0.35000578414188677
MG_3::chr2R:9937874-10035582	80000	90000	0.018989754600155322	0.2669420458728428	0.1344781911050516	-0.10739046070416995
MG_3::chr2R:9937874-10035582	90000	97708				
MG_4::chr2R:10034493-10133457	0	10000	0.022139591302148178	-0.25660399764693803	-0.22377112476748348	0.16003100154744873
MG_4::chr2R:10034493-10133457	10000	20000	0.020695947289331586	-0.07833081108888452	0.11891107867175645	-0.16863589631360784
MG_4::chr2R:10034493-10133457	20000	30000	0.019505136811068965	0.29054432492709287	-0.2056125743613673	0.012321407647360637
MG_4::chr2R:10034493-10133457	30000	40000	0.019083796604482593	-0.20603115876952616	-0.023770514328696174	0.115710407536505
MG_4::chr2R:10034493-10133457	40000	50000	0.01992086422255529	-0.095091736928542	0.2838355001199275	-0.2931645125454464
MG_4::chr2R:10034493-10133457	50000	60000	0.02112822234029359	-0.30026932101689036	0.08296478391327661	0.024387692858879973
MG_4::chr2R:10034493-10133457	60000	70000	0.02066025403726145	0.19165546586157378	-0.15336737922978266	-0.15084449696341684
MG_4::chr2R:10034493-10133457	70000	80000	0.019923063557924506	0.019098579506500325	-0.0663171893394762	-0.08077226790862106
MG_4::chr2R:10034493-10133457	80000	90000	0.02041443032737579	-0.016978493896612497	0.21314157282450008	0.2296603864078759
MG_4::chr2R:10034493-10133457	90000	98964	0.021847776322024955	0.2977419036510578	0.3120730017942987	0.20794080506497412
FlyFos027077::chrX:795762-831457	0	10000	0.008859471102295123			
FlyFos027077::chrX:795762-831457	10000	20000	0.009499837257782752			
FlyFos027077::chrX:795762-831457	20000	30000	0.008932393561282025			
FlyFos027077::chrX:795762-831457	30000	35695				
FlyFos031487::chrX:2135290-2166685	0	10000	0.004433087662811491			
FlyFos031487::chrX:2135290-2166685	10000	20000	0.004623568280095463			
FlyFos031487::chrX:2135290-2166685	20000	30000	0.004724659633578679			
FlyFos031487::chrX:2135290-2166685	30000	31395				
FlyFos025581::chrX:2685715-2721010	0	10000	0.026908223005611326			
FlyFos025581::chrX:2685715-2721010	10000	20000	0.027684120415049335			
FlyFos025581::chrX:2685715-2721010	20000	30000	0.026156997233079474			
FlyFos025581::chrX:2685715-2721010	30000	35295				
FlyFos018703::chrX:3667733-3708827	0	10000	0.027070887403696536			
FlyFos018703::chrX:3667733-3708827	10000	20000	0.029527237656455485			
FlyFos018703::chrX:3667733-3708827	20000	30000	0.026957057514631306			
FlyFos018703::chrX:3667733-3708827	30000	40000				
FlyFos018703::chrX:3667733-3708827	40000	41094				
FlyFos029355::chrX:3704259-3739628	0	10000	0.02986388669987644			
FlyFos029355::chrX:3704259-3739628	10000	20000	0.017137801525663205			
FlyFos029355::chrX:3704259-3739628	20000	30000				
FlyFos029355::chrX:3704259-3739628	30000	35369				
FlyFos022426::chrX:3724647-3755934	0	10000				
FlyFos022426::chrX:3724647-3755934	10000	20000	0.11054349324677804			
FlyFos022426::chrX:3724647-3755934	20000	30000	0.07531152882296928			
FlyFos022426::chrX:3724647-3755934	30000	31287				
FlyFos025448::chrX:5318986-5352179	0	10000	0.01763467191957372			
FlyFos025448::chrX:5318986-5352179	10000	20000	0.021058941259154057			
FlyFos025448::chrX:5318986-5352179	20000	30000	0.018751709884536283			
FlyFos025448::chrX:5318986-5352179	30000	33193				
FlyFos022038::chrX:7035928-7072577	0	10000	0.018823160938665786			
FlyFos022038::chrX:7035928-7072577	10000	20000	0.025412663729477022			
FlyFos022038::chrX:7035928-7072577	20000	30000				
FlyFos022038::chrX:7035928-7072577	30000	36649				
