chrom	start	end	weight	E1	E2	E3
MG_1::chr2R:9783303-9864769	0	20000	0.03436024591510302			
MG_1::chr2R:9783303-9864769	20000	40000	0.03595855005258402			
MG_1::chr2R:9783303-9864769	40000	60000	0.0359673238974002			
MG_1::chr2R:9783303-9864769	60000	80000	0.04051412719061224			
MG_1::chr2R:9783303-9864769	80000	81466				
MG_2::chr2R:9861736-9954592	0	20000	0.038380914987356275			
MG_2::chr2R:9861736-9954592	20000	40000	0.03075627142937621			
MG_2::chr2R:9861736-9954592	40000	60000	0.033619504988461835			
MG_2::chr2R:9861736-9954592	60000	80000	0.04393011419872014			
MG_2::chr2R:9861736-9954592	80000	92856				
MG_3::chr2R:9937874-10035582	0	20000				
MG_3::chr2R:9937874-10035582	20000	40000	0.025259154295225208			
MG_3::chr2R:9937874-10035582	40000	60000	0.02557375295434622			
MG_3::chr2R:9937874-10035582	60000	80000	0.02902564052407085			
MG_3::chr2R:9937874-10035582	80000	97708	0.02796191628121822			
MG_4::chr2R:10034493-10133457	0	20000	0.028487908305865645			
MG_4::chr2R:10034493-10133457	20000	40000	0.02669863020749993			
MG_4::chr2R:10034493-10133457	40000	60000	0.02747001405492327			
MG_4::chr2R:10034493-10133457	60000	80000	0.026824724685650527			
MG_4::chr2R:10034493-10133457	80000	98964	0.02737519392392176			
FlyFos027077::chrX:795762-831457	0	20000	0.015203289655029987			
FlyFos027077::chrX:795762-831457	20000	35695	0.024218954212154434			
FlyFos031487::chrX:2135290-2166685	0	20000	0.006799951708203091			
FlyFos031487::chrX:2135290-2166685	20000	31395	0.012449849299614993			
FlyFos025581::chrX:2685715-2721010	0	20000	0.05751017788898554			
FlyFos025581::chrX:2685715-2721010	20000	35295	0.07668957319378711			
FlyFos018703::chrX:3667733-3708827	0	20000	0.05113537035861797			
FlyFos018703::chrX:3667733-3708827	20000	40000	0.059576078124973716			
FlyFos018703::chrX:3667733-3708827	40000	41094				
FlyFos029355::chrX:3704259-3739628	0	20000	0.03602137774182899			
FlyFos029355::chrX:3704259-3739628	20000	35369				
FlyFos022426::chrX:3724647-3755934	0	20000	0.4552728284600111			
FlyFos022426::chrX:3724647-3755934	20000	31287	0.2986584656819969			
FlyFos025448::chrX:5318986-5352179	0	20000	0.043285911427355626			
FlyFos025448::chrX:5318986-5352179	20000	33193	0.06915269843502783			
FlyFos022038::chrX:7035928-7072577	0	20000	0.042826847835399966			
FlyFos022038::chrX:7035928-7072577	20000	36649				
FlyFos030785::chrX:7053320-7095787	0	20000				
FlyFos030785::chrX:7053320-7095787	20000	40000	0.0352539846336034			
FlyFos030785::chrX:7053320-7095787	40000	42467	0.29512783199914094			
FlyFos021879::chrX:8909920-8947159	0	20000	0.04281507473253009			
FlyFos021879::chrX:8909920-8947159	20000	37239	0.04229950711803948			
FlyFos023955::chrX:10742683-10778978	0	20000	0.03156052237558992			
FlyFos023955::chrX:10742683-10778978	20000	36295	0.04185027488468835			
FlyFos021967::chrX:10778059-10813017	0	20000	0.12841299983968582			
FlyFos021967::chrX:10778059-10813017	20000	34958	0.3080825741156203			
FlyFos025500::chrX:10806687-10840288	0	20000	0.09672676129011841			
FlyFos025500::chrX:10806687-10840288	20000	33601				
FlyFos021012::chrX:10832134-10868578	0	20000	0.1285666315344997			
FlyFos021012::chrX:10832134-10868578	20000	36444	0.10144405791418039			
FlyFos017984::chrX:11124685-11157816	0	20000	0.04461540090811237			
FlyFos017984::chrX:11124685-11157816	20000	33131	0.06921029879893519			
FlyFos026333::chrX:13312144-13347266	0	20000	0.014007115629348971			
FlyFos026333::chrX:13312144-13347266	20000	35122	0.017354518924892853			
FlyFos018941::chrX:14500243-14533957	0	20000	0.08762517912496076			
FlyFos018941::chrX:14500243-14533957	20000	33714	0.12724198336833217			
FlyFos019248::chrX:15252394-15293829	0	20000	0.042034333972952434			
FlyFos019248::chrX:15252394-15293829	20000	40000	0.038822621597779224			
FlyFos019248::chrX:15252394-15293829	40000	41435				
FlyFos020589::chrX:16217642-16258872	0	20000	0.024200691376484333			
FlyFos020589::chrX:16217642-16258872	20000	40000	0.0201376212510995			
FlyFos020589::chrX:16217642-16258872	40000	41230				
FlyFos030772::chrX:16900768-16933931	0	20000	0.010280934972695494			
FlyFos030772::chrX:16900768-16933931	20000	33163	0.016822070357029956			
FlyFos031639::chrX:16987106-17017397	0	20000	0.010159532534176435			
FlyFos031639::chrX:16987106-17017397	20000	30291	0.01949978928142848			
FlyFos025442::chrX:18647514-18690910	0	20000	0.0533757636685886			
FlyFos025442::chrX:18647514-18690910	20000	40000	0.054287635023407145			
FlyFos025442::chrX:18647514-18690910	40000	43396				
FlyFos029863::chrX:19017578-19051456	0	20000	0.08451675678068266			
FlyFos029863::chrX:19017578-19051456	20000	33878	0.14444897928308295			
FlyFos019190::chrX:19681040-19717450	0	20000	0.06152279683606484			
FlyFos019190::chrX:19681040-19717450	20000	36410	0.08034281125002901			
FlyFos023727::chrX:19725749-19763469	0	20000	0.13995827328156984			
FlyFos023727::chrX:19725749-19763469	20000	37720	0.16836767116681825			
FlyFos026416::chrX:21036774-21075498	0	20000	0.015993982385677768			
FlyFos026416::chrX:21036774-21075498	20000	38724	0.0175465874177241			
